#Y134-12  
#Leaf 2

6 # number of measuremnts 

0 # time  
   20.0000   27.0604   26.0325
   21.0000   27.0604   17.2447
   22.0000   21.3363   18.2122
   23.0000   21.0944   25.3875
   24.0000   20.6913   30.5473
   25.0000   30.7690   30.3860
   26.0000   30.7690   28.2092
   27.0000   29.6403   24.9844
   28.0000   28.3503   21.4370
   29.0000   29.0759   18.5347
   30.0000   30.6884   15.7935
   31.0000   23.9968   25.3875
   32.0000   13.8384   26.9193
   33.0000   17.3052   15.5517
   34.0000   31.1721   13.3749
   35.0000   24.1580   16.8416
   36.0000   22.6262   12.8911
   37.0000   19.5626   10.5531
   38.0000   18.6757   12.8911
   39.0000   17.6277   18.9378
   40.0000   18.9176   23.0495
   41.0000   17.6277   26.3549
   42.0000   17.0633   28.6930
   43.0000   14.8865   25.3875
   44.0000   15.4509   20.1471
   45.0000   15.0478   17.3253
   46.0000   14.8865   13.4555
   47.0000   14.9672   11.6012
   48.0000   13.2741   17.0835
   49.0000   13.1935   20.3890
   50.0000   12.6291   22.7270
   51.0000   10.9361   20.6308
   52.0000   10.6942   17.8897
   53.0000   12.0648   13.9392

11 # time 

53 # number of data points

    1.0000   43.0987   18.7880
    2.0000   42.1899   15.0701
    3.0000   39.4635   19.2011
    4.0000   41.5290   22.8364
    5.0000   35.1673   28.4545
    6.0000   32.0277   20.1099
    7.0000   35.6630   11.7654
    8.0000   14.7603   24.2409
    9.0000   40.4549   16.8878
   10.0000   39.7113   22.0102
   11.0000   39.2156   25.5628
   12.0000   36.4066   21.1840
   13.0000   37.3154   16.3921
   14.0000   39.7113   13.5830
   15.0000   33.6801   16.8878
   16.0000   33.1844   24.7366
   17.0000   26.4096   32.6680
   18.0000   25.7487   20.5230
   19.0000   29.4665   11.6828
   20.0000   27.9794   27.1326
   21.0000   27.8142   16.3921
   22.0000   21.9482   17.8792
   23.0000   20.9568   26.4716
   24.0000   18.8913   32.6680
   25.0000   31.1189   31.6766
   26.0000   31.6973   29.0328
   27.0000   30.9537   25.8106
   28.0000   29.0535   21.5144
   29.0000   29.8796   18.2097
   30.0000   32.3582   15.4832
   31.0000   24.5920   26.4716
   32.0000   13.1079   28.9502
   33.0000   18.1477   15.3180
   34.0000   32.7713   12.1785
   35.0000   25.0877   15.8137
   36.0000   24.6746   12.2611
   37.0000   20.7915    9.1216
   38.0000   20.2132   12.3437
   39.0000   18.0651   18.6228
   40.0000   18.3956   23.8278
   41.0000   17.0737   27.8761
   42.0000   15.2560   30.9330
   43.0000   14.1820   26.6368
   44.0000   15.3387   20.4404
   45.0000   15.0908   16.8878
   46.0000   15.5039   12.5916
   47.0000   15.5865    9.9478
   48.0000   12.7775   16.4747
   49.0000   12.6122   20.7709
   50.0000   13.1079   23.7452
   51.0000   10.3815   21.0187
   52.0000    9.5553   16.8878
   53.0000   11.9513   12.1785



